Drug_Name,Cell_type,risk,Platform,Type_of_EADs,conc,EAD,ddFPDc,site
Loratadine,CDI,L,ACA,,1,0,-0.32829981,6
Loratadine,CDI,L,ACA,,2,0,-6.261665411,6
Loratadine,CDI,L,ACA,,3,0,-3.087366509,6
Loratadine,CDI,L,ACA,,4,0,-9.546159991,6
Loratadine,CDI,L,ACA,,1,0,-4.632756461,6
Loratadine,CDI,L,ACA,,2,0,7.07191468,6
Loratadine,CDI,L,ACA,,3,0,6.055834878,6
Loratadine,CDI,L,ACA,,4,0,8.189241755,6
Loratadine,CDI,L,ACA,,1,0,-10.92651492,6
Loratadine,CDI,L,ACA,,2,0,3.862671626,6
Loratadine,CDI,L,ACA,,3,0,5.863033957,6
Loratadine,CDI,L,ACA,,4,0,1.559048394,6
Loratadine,CDI,L,ACA,,1,0,-6.575280884,6
Loratadine,CDI,L,ACA,,2,0,3.371797037,6
Loratadine,CDI,L,ACA,,3,0,5.526454828,6
Loratadine,CDI,L,ACA,,4,0,1.391523667,6
Loratadine,CDI,L,ACA,,1,0,-8.362755017,6
Loratadine,CDI,L,ACA,,2,0,-0.40751354,6
Loratadine,CDI,L,ACA,,3,0,7.419534429,6
Loratadine,CDI,L,ACA,,4,0,-4.680520004,6
Loratadine,CDI,L,AXN,,1,0,-12.55864399,7
Loratadine,CDI,L,AXN,,2,0,-2.712522491,7
Loratadine,CDI,L,AXN,,3,0,9.933909941,7
Loratadine,CDI,L,AXN,,4,0,5.55446573,7
Loratadine,CDI,L,AXN,,1,0,8.207443489,7
Loratadine,CDI,L,AXN,,2,0,15.64572286,7
Loratadine,CDI,L,AXN,,3,0,17.24284522,7
Loratadine,CDI,L,AXN,,4,0,11.74836022,7
Loratadine,CDI,L,AXN,,1,0,-0.067037157,7
Loratadine,CDI,L,AXN,,2,0,3.83753149,7
Loratadine,CDI,L,AXN,,3,0,20.01649302,7
Loratadine,CDI,L,AXN,,4,0,14.48077673,7
Loratadine,CDI,L,AXN,,1,0,6.267662781,7
Loratadine,CDI,L,AXN,,2,0,7.62540035,7
Loratadine,CDI,L,AXN,,3,0,12.0662757,7
Loratadine,CDI,L,AXN,,4,0,6.889718013,7
Loratadine,CDI,L,AXN,,3,0,7.926862484,7
Loratadine,CDI,L,AXN,,4,0,11.27898834,7
Loratadine,CDI,L,AXN,,2,0,-3.95963455,7
Loratadine,AXG,L,AXN,,1,0,-13.76949182,1
Loratadine,AXG,L,AXN,,1,0,7.973103447,1
Loratadine,AXG,L,AXN,,1,0,2.792438203,1
Loratadine,AXG,L,AXN,,1,0,5.90814773,1
Loratadine,AXG,L,AXN,,1,0,5.365622788,1
Loratadine,AXG,L,AXN,,2,0,0.822430771,1
Loratadine,AXG,L,AXN,,2,0,-0.734609803,1
Loratadine,AXG,L,AXN,,2,0,3.088050279,1
Loratadine,AXG,L,AXN,,2,0,1.924124461,1
Loratadine,AXG,L,AXN,,2,0,2.345463948,1
Loratadine,AXG,L,AXN,,3,0,-10.034994,1
Loratadine,AXG,L,AXN,,3,0,9.83627951,1
Loratadine,AXG,L,AXN,,3,0,-2.945030921,1
Loratadine,AXG,L,AXN,,3,0,1.543260867,1
Loratadine,AXG,L,AXN,,3,0,0.253332951,1
Loratadine,AXG,L,AXN,,4,0,-11.41905508,1
Loratadine,AXG,L,AXN,,4,0,7.413208903,1
Loratadine,AXG,L,AXN,,4,0,-0.777135033,1
Loratadine,AXG,L,AXN,,4,0,-7.234713788,1
Loratadine,AXG,L,AXN,,4,0,0.585068261,1
Loratadine,CDI,L,AXN,,1,0,8.361085419,1
Loratadine,CDI,L,AXN,,1,0,16.56083125,1
Loratadine,CDI,L,AXN,,1,0,22.46463426,1
Loratadine,CDI,L,AXN,,1,0,4.264157764,1
Loratadine,CDI,L,AXN,,1,0,-2.412694887,1
Loratadine,CDI,L,AXN,,2,0,11.18442666,1
Loratadine,CDI,L,AXN,,2,0,41.99763782,1
Loratadine,CDI,L,AXN,,2,0,19.17267198,1
Loratadine,CDI,L,AXN,,2,0,-0.862085661,1
Loratadine,CDI,L,AXN,,2,0,-8.806803249,1
Loratadine,CDI,L,AXN,,3,0,19.57418249,1
Loratadine,CDI,L,AXN,,3,0,8.123777419,1
Loratadine,CDI,L,AXN,,3,0,6.301412015,1
Loratadine,CDI,L,AXN,,3,0,4.792677675,1
Loratadine,CDI,L,AXN,,3,0,2.662221276,1
Loratadine,CDI,L,AXN,,4,0,13.15081685,1
Loratadine,CDI,L,AXN,,4,0,-2.815952174,1
Loratadine,CDI,L,AXN,,4,0,22.46068486,1
Loratadine,CDI,L,AXN,,4,0,5.563224721,1
Loratadine,CDI,L,AXN,,4,0,2.661441967,1
Loratadine,CDI,L,AXN,,1,0,-2.229198948,8
Loratadine,CDI,L,AXN,,1,0,-5.166515188,8
Loratadine,CDI,L,AXN,,1,0,4.705758713,8
Loratadine,CDI,L,AXN,,1,0,12.17602329,8
Loratadine,CDI,L,AXN,,1,0,5.469197902,8
Loratadine,CDI,L,AXN,,2,0,-5.728533812,8
Loratadine,CDI,L,AXN,,2,0,11.24898882,8
Loratadine,CDI,L,AXN,,2,0,-1.636832048,8
Loratadine,CDI,L,AXN,,2,0,-13.00096003,8
Loratadine,CDI,L,AXN,,2,0,0.805221616,8
Loratadine,CDI,L,AXN,,3,0,6.826274793,8
Loratadine,CDI,L,AXN,,3,0,8.043084759,8
Loratadine,CDI,L,AXN,,3,0,1.588285416,8
Loratadine,CDI,L,AXN,,3,0,5.009633728,8
Loratadine,CDI,L,AXN,,3,0,1.258226061,8
Loratadine,CDI,L,AXN,,4,0,-3.547718095,8
Loratadine,CDI,L,AXN,,4,0,2.350942376,8
Loratadine,CDI,L,AXN,,4,0,-6.226866621,8
Loratadine,CDI,L,AXN,,4,0,17.02488503,8
Loratadine,CDI,L,AXN,,4,0,13.78992535,8
Loratadine,CDI,L,AXN,,1,0,9.292271812,9
Loratadine,CDI,L,AXN,,2,0,9.229743643,9
Loratadine,CDI,L,AXN,,3,0,7.038184367,9
Loratadine,CDI,L,AXN,,4,0,-2.312569785,9
Loratadine,CDI,L,AXN,,1,0,13.57847662,9
Loratadine,CDI,L,AXN,,2,0,14.70549375,9
Loratadine,CDI,L,AXN,,3,0,19.05379654,9
Loratadine,CDI,L,AXN,,4,0,14.02680808,9
Loratadine,CDI,L,AXN,,1,0,7.992528632,9
Loratadine,CDI,L,AXN,,2,0,12.73691369,9
Loratadine,CDI,L,AXN,,3,0,12.21630845,9
Loratadine,CDI,L,AXN,,4,0,13.20245356,9
Loratadine,CDI,L,AXN,,1,0,4.924117536,9
Loratadine,CDI,L,AXN,,2,0,4.754966844,9
Loratadine,CDI,L,AXN,,3,0,2.928749129,9
Loratadine,CDI,L,AXN,,4,0,7.129348593,9
Loratadine,CDI,L,AXN,,1,0,5.961720089,9
Loratadine,CDI,L,AXN,,2,0,16.49406683,9
Loratadine,CDI,L,AXN,,3,0,15.10702347,9
Loratadine,CDI,L,AXN,,4,0,9.433066101,9
Loratadine,AXG,L,AXN,,1,0,-14.3460602,3
Loratadine,AXG,L,AXN,,2,0,-15.5367132,3
Loratadine,AXG,L,AXN,,3,0,-13.39359368,3
Loratadine,AXG,L,AXN,,4,0,-7.353570689,3
Loratadine,AXG,L,AXN,,1,0,-5.242351427,3
Loratadine,AXG,L,AXN,,2,0,-14.4541796,3
Loratadine,AXG,L,AXN,,3,0,-7.974294017,3
Loratadine,AXG,L,AXN,,4,0,-15.35945308,3
Loratadine,AXG,L,AXN,,1,0,-9.829149268,3
Loratadine,AXG,L,AXN,,2,0,-11.53940686,3
Loratadine,AXG,L,AXN,,3,0,-7.063380113,3
Loratadine,AXG,L,AXN,,4,0,-11.03237884,3
Loratadine,AXG,L,AXN,,1,0,-6.884583521,3
Loratadine,AXG,L,AXN,,2,0,-18.99237069,3
Loratadine,AXG,L,AXN,,3,0,-7.172307818,3
Loratadine,AXG,L,AXN,,4,0,-15.03131493,3
Loratadine,AXG,L,AXN,,1,0,-13.4136712,3
Loratadine,AXG,L,AXN,,2,0,-12.03450826,3
Loratadine,AXG,L,AXN,,3,0,-2.652024724,3
Loratadine,AXG,L,AXN,,4,0,-13.29272759,3
Loratadine,AXG,L,AXN,,1,0,-22.62151315,3
Loratadine,AXG,L,AXN,,2,0,13.6337161,3
Loratadine,AXG,L,AXN,,3,0,-4.705331446,3
Loratadine,AXG,L,AXN,,4,0,-5.694028208,3
Loratadine,CDI,L,MCS,,1,0,12.98937651,3
Loratadine,CDI,L,MCS,,2,0,8.823781412,3
Loratadine,CDI,L,MCS,,3,0,20.20693765,3
Loratadine,CDI,L,MCS,,4,0,10.97393131,3
Loratadine,CDI,L,MCS,,1,0,17.29210053,3
Loratadine,CDI,L,MCS,,2,0,10.22217435,3
Loratadine,CDI,L,MCS,,3,0,13.78288463,3
Loratadine,CDI,L,MCS,,4,0,18.59702309,3
Loratadine,CDI,L,MCS,,1,0,5.448315656,3
Loratadine,CDI,L,MCS,,2,0,18.77798787,3
Loratadine,CDI,L,MCS,,3,0,13.25680962,3
Loratadine,CDI,L,MCS,,4,0,13.96953076,3
Loratadine,CDI,L,MCS,,1,0,21.03333993,3
Loratadine,CDI,L,MCS,,2,0,16.79853463,3
Loratadine,CDI,L,MCS,,3,0,19.74765426,3
Loratadine,CDI,L,MCS,,4,0,18.68778025,3
Loratadine,CDI,L,MCS,,1,0,12.54627823,3
Loratadine,CDI,L,MCS,,2,0,3.404106196,3
Loratadine,CDI,L,MCS,,3,0,15.35338413,3
Loratadine,CDI,L,MCS,,4,0,15.81793115,3
Loratadine,CDI,L,MCS,,1,0,5.011820882,3
Loratadine,CDI,L,MCS,,4,0,2.757212776,3
Loratadine,CDI,L,AMD,,1,0,5.73626932,10
Loratadine,CDI,L,AMD,,2,0,14.2034003,10
Loratadine,CDI,L,AMD,,3,0,4.482635757,10
Loratadine,CDI,L,AMD,,4,0,-0.95932375,10
Loratadine,CDI,L,AMD,,1,0,3.328352711,10
Loratadine,CDI,L,AMD,,2,0,4.255381098,10
Loratadine,CDI,L,AMD,,3,0,0.972550002,10
Loratadine,CDI,L,AMD,,4,0,-1.609571811,10
Loratadine,CDI,L,AMD,,1,0,8.065896216,10
Loratadine,CDI,L,AMD,,2,0,9.509649458,10
Loratadine,CDI,L,AMD,,3,0,3.518375739,10
Loratadine,CDI,L,AMD,,4,0,1.795612986,10
Loratadine,CDI,L,AMD,,1,0,7.878760393,10
Loratadine,CDI,L,AMD,,2,0,9.335990839,10
Loratadine,CDI,L,AMD,,3,0,14.37887479,10
Loratadine,CDI,L,AMD,,4,0,2.312413432,10
Loratadine,CDI,L,AMD,,1,0,16.95600032,10
Loratadine,CDI,L,AMD,,2,0,19.39748495,10
Loratadine,CDI,L,AMD,,3,0,17.26431802,10
Loratadine,CDI,L,AMD,,4,0,12.01414575,10
Loratadine,CDI,L,AMD,,1,0,16.11658254,10
Loratadine,CDI,L,AMD,,2,0,17.35062277,10
Loratadine,CDI,L,AMD,,3,0,13.41948404,10
Loratadine,CDI,L,AMD,,4,0,8.20432402,10
Loratadine,AXG,L,ECR,,1,0,-84.04833251,4
Loratadine,AXG,L,ECR,,2,0,2.029178137,4
Loratadine,AXG,L,ECR,,3,0,16.77229022,4
Loratadine,AXG,L,ECR,,4,0,1.242530266,4
Loratadine,AXG,L,ECR,,1,0,20.16837895,4
Loratadine,AXG,L,ECR,,2,0,-16.94194413,4
Loratadine,AXG,L,ECR,,3,0,-2.18856878,4
Loratadine,AXG,L,ECR,,4,0,10.52839302,4
Loratadine,AXG,L,ECR,,1,0,21.58502394,4
Loratadine,AXG,L,ECR,,2,0,-49.90902607,4
Loratadine,AXG,L,ECR,,3,0,-2.654810765,4
Loratadine,AXG,L,ECR,,4,0,20.37612765,4
Loratadine,AXG,L,ECR,,1,0,0.036536544,4
Loratadine,AXG,L,ECR,,2,0,-3.332854155,4
Loratadine,AXG,L,ECR,,3,0,-0.912566566,4
Loratadine,AXG,L,ECR,,4,0,27.81665884,4
Loratadine,AXG,L,ECR,,1,0,-22.87470306,4
Loratadine,AXG,L,ECR,,2,0,7.589115594,4
Loratadine,AXG,L,ECR,,3,0,-3.312790158,4
Loratadine,AXG,L,ECR,,4,0,-0.022883519,4
Loratadine,CDI,L,ECR,,1,0,4.652688823,4
Loratadine,CDI,L,ECR,,2,0,-16.1378318,4
Loratadine,CDI,L,ECR,,3,0,-11.27254502,4
Loratadine,CDI,L,ECR,,4,0,-16.58768707,4
Loratadine,CDI,L,ECR,,1,0,10.34086067,4
Loratadine,CDI,L,ECR,,2,0,8.088837777,4
Loratadine,CDI,L,ECR,,3,0,-2.578423745,4
Loratadine,CDI,L,ECR,,4,0,4.29297926,4
Loratadine,CDI,L,ECR,,1,0,6.76794445,4
Loratadine,CDI,L,ECR,,2,0,1.334776342,4
Loratadine,CDI,L,ECR,,3,0,-0.47661775,4
Loratadine,CDI,L,ECR,,4,0,-6.689787781,4
Loratadine,CDI,L,ECR,,1,0,1.606230675,4
Loratadine,CDI,L,ECR,,2,0,-9.293531813,4
Loratadine,CDI,L,ECR,,3,0,3.363522356,4
Loratadine,CDI,L,ECR,,4,0,13.06602106,4
Loratadine,CDI,L,ECR,,1,0,2.423824709,4
Loratadine,CDI,L,ECR,,2,0,-2.676690555,4
Loratadine,CDI,L,ECR,,3,0,6.896340142,4
Loratadine,CDI,L,ECR,,4,0,5.152061688,4
Loratadine,AXG,L,MCS,,4,0,-1.25629949,5
Loratadine,AXG,L,MCS,,4,0,-5.518892209,5
Loratadine,AXG,L,MCS,,1,0,8.801584065,5
Loratadine,AXG,L,MCS,,3,0,-0.913448819,5
Loratadine,AXG,L,MCS,,4,0,6.929482143,5
Loratadine,AXG,L,MCS,,1,0,8.406286737,5
Loratadine,AXG,L,MCS,,2,0,2.438312269,5
Loratadine,AXG,L,MCS,,3,0,6.560278971,5
Loratadine,AXG,L,MCS,,4,0,9.737417718,5
Loratadine,AXG,L,MCS,,1,0,7.701046834,5
Loratadine,AXG,L,MCS,,2,0,6.225631967,5
Loratadine,AXG,L,MCS,,3,0,6.451104499,5
Loratadine,AXG,L,MCS,,4,0,9.432492586,5
Loratadine,AXG,L,MCS,,1,0,1.652519116,5
Loratadine,AXG,L,MCS,,2,0,5.374997183,5
Loratadine,AXG,L,MCS,,3,0,4.11922824,5
Loratadine,AXG,L,MCS,,1,0,-9.92185182,5
Loratadine,AXG,L,MCS,,2,0,7.754927168,5
Loratadine,AXG,L,MCS,,3,0,9.974971879,5
Loratadine,AXG,L,MCS,,4,0,4.312162371,5
Loratadine,AXG,L,MCS,,3,0,9.128031566,5
Loratadine,CDI,L,MCS,,1,0,15.83156826,5
Loratadine,CDI,L,MCS,,2,0,15.74006798,5
Loratadine,CDI,L,MCS,,3,0,29.66349208,5
Loratadine,CDI,L,MCS,,4,0,16.26345764,5
Loratadine,CDI,L,MCS,,1,0,40.02801563,5
Loratadine,CDI,L,MCS,,2,0,19.66045106,5
Loratadine,CDI,L,MCS,,3,0,26.14589814,5
Loratadine,CDI,L,MCS,,4,0,16.03319852,5
Loratadine,CDI,L,MCS,,1,0,20.08875147,5
Loratadine,CDI,L,MCS,,2,0,15.70527771,5
Loratadine,CDI,L,MCS,,3,0,31.97626721,5
Loratadine,CDI,L,MCS,,4,0,11.68745612,5
Loratadine,CDI,L,MCS,,1,0,7.316167003,5
Loratadine,CDI,L,MCS,,2,0,14.22235708,5
Loratadine,CDI,L,MCS,,3,0,14.96398148,5
Loratadine,CDI,L,MCS,,4,0,11.42181642,5
Loratadine,CDI,L,MCS,,1,0,29.01553688,5
Loratadine,CDI,L,MCS,,2,0,33.97436956,5
Loratadine,CDI,L,MCS,,3,0,6.465499258,5
Loratadine,CDI,L,MCS,,4,0,12.66535321,5
Loratadine,AXG,L,CLY,,1,0,0.453894237,2
Loratadine,AXG,L,CLY,,2,0,-5.80444561,2
Loratadine,AXG,L,CLY,,3,0,-6.815804238,2
Loratadine,AXG,L,CLY,,4,0,-2.319322735,2
Loratadine,AXG,L,CLY,,1,0,-3.473624594,2
Loratadine,AXG,L,CLY,,2,0,-0.844764556,2
Loratadine,AXG,L,CLY,,3,0,14.37317321,2
Loratadine,AXG,L,CLY,,4,0,19.30800772,2
Loratadine,AXG,L,CLY,,1,0,-8.1622165,2
Loratadine,AXG,L,CLY,,2,0,-1.783337527,2
Loratadine,AXG,L,CLY,,3,0,0.213736257,2
Loratadine,AXG,L,CLY,,4,0,-31.62142768,2
Loratadine,AXG,L,CLY,,1,0,7.685289894,2
Loratadine,AXG,L,CLY,,2,0,-26.50283081,2
Loratadine,AXG,L,CLY,,3,0,-3.120405118,2
Loratadine,AXG,L,CLY,,4,0,-26.11732482,2
Loratadine,AXG,L,CLY,,1,0,-32.14281244,2
Loratadine,AXG,L,CLY,,2,0,-11.07001705,2
Loratadine,AXG,L,CLY,,3,0,4.417591618,2
Loratadine,AXG,L,CLY,,4,0,-9.481383427,2
Loratadine,AXG,L,CLY,,1,0,-37.3665363,2
Loratadine,AXG,L,CLY,,2,0,-13.31084917,2
Loratadine,AXG,L,CLY,,3,0,-13.56738501,2
Loratadine,AXG,L,CLY,,4,0,-13.20533392,2
Loratadine,CDI,L,CLY,,1,0,-37.78091869,2
Loratadine,CDI,L,CLY,,2,0,-13.6093064,2
Loratadine,CDI,L,CLY,,3,0,-10.7513792,2
Loratadine,CDI,L,CLY,,4,0,-3.386590145,2
Loratadine,CDI,L,CLY,,1,0,-39.79923751,2
Loratadine,CDI,L,CLY,,2,0,-4.977248457,2
Loratadine,CDI,L,CLY,,3,0,-40.51018578,2
Loratadine,CDI,L,CLY,,4,0,27.30276319,2
Loratadine,CDI,L,CLY,,1,0,-67.84691533,2
Loratadine,CDI,L,CLY,,2,0,-28.07437133,2
Loratadine,CDI,L,CLY,,3,0,-22.56017677,2
Loratadine,CDI,L,CLY,,4,0,-10.04358485,2
Loratadine,CDI,L,CLY,,1,0,-70.80700916,2
Loratadine,CDI,L,CLY,,2,0,-13.46599271,2
Loratadine,CDI,L,CLY,,3,0,-65.73649041,2
Loratadine,CDI,L,CLY,,4,0,-27.89715616,2
Loratadine,CDI,L,CLY,,1,0,-50.57600167,2
Loratadine,CDI,L,CLY,,2,0,-23.2232982,2
Loratadine,CDI,L,CLY,,3,0,-42.55631878,2
Loratadine,CDI,L,CLY,,4,0,-29.74346353,2
Loratadine,CDI,L,CLY,,1,0,-75.81184542,2
Loratadine,CDI,L,CLY,,2,0,-20.4357515,2
Loratadine,CDI,L,CLY,,3,0,-35.72401784,2
Loratadine,CDI,L,CLY,,4,0,-22.97509568,2
Ibutilide,CDI,H,ACA,,1,0,30.67725556,6
Ibutilide,CDI,H,ACA,,2,0,193.4095222,6
Ibutilide,CDI,H,ACA,,3,0,628.0204936,6
Ibutilide,CDI,H,ACA,AC,4,1,,6
Ibutilide,CDI,H,ACA,,1,0,19.30142096,6
Ibutilide,CDI,H,ACA,,2,0,438.8793269,6
Ibutilide,CDI,H,ACA,A,3,1,,6
Ibutilide,CDI,H,ACA,AC,4,1,,6
Ibutilide,CDI,H,ACA,,1,0,36.95079613,6
Ibutilide,CDI,H,ACA,,2,0,173.4879885,6
Ibutilide,CDI,H,ACA,A,3,1,,6
Ibutilide,CDI,H,ACA,A,4,1,,6
Ibutilide,CDI,H,ACA,,1,0,31.79568581,6
Ibutilide,CDI,H,ACA,,2,0,227.9439479,6
Ibutilide,CDI,H,ACA,AC,3,1,,6
Ibutilide,CDI,H,ACA,A,4,1,,6
Ibutilide,CDI,H,ACA,,1,0,21.28316237,6
Ibutilide,CDI,H,ACA,,2,0,366.7841444,6
Ibutilide,CDI,H,ACA,AC,3,1,,6
Ibutilide,CDI,H,ACA,AC,4,1,,6
Ibutilide,CDI,H,AXN,,1,0,30.71749942,7
Ibutilide,CDI,H,AXN,,2,0,144.5679243,7
Ibutilide,CDI,H,AXN,A,3,1,,7
Ibutilide,CDI,H,AXN,AC,4,1,,7
Ibutilide,CDI,H,AXN,,1,0,35.50381349,7
Ibutilide,CDI,H,AXN,A,2,1,,7
Ibutilide,CDI,H,AXN,A,3,1,,7
Ibutilide,CDI,H,AXN,A,4,1,,7
Ibutilide,CDI,H,AXN,,1,0,39.23961696,7
Ibutilide,CDI,H,AXN,A,2,1,,7
Ibutilide,CDI,H,AXN,A,3,1,,7
Ibutilide,CDI,H,AXN,A,4,1,,7
Ibutilide,CDI,H,AXN,,1,0,30.5991838,7
Ibutilide,CDI,H,AXN,,2,0,141.3427145,7
Ibutilide,CDI,H,AXN,A,3,1,,7
Ibutilide,CDI,H,AXN,A,4,1,,7
Ibutilide,CDI,H,AXN,,1,0,32.73582216,7
Ibutilide,CDI,H,AXN,A,2,1,,7
Ibutilide,CDI,H,AXN,A,3,1,,7
Ibutilide,CDI,H,AXN,A,4,1,,7
Ibutilide,AXG,H,AXN,,1,0,7.140211832,1
Ibutilide,AXG,H,AXN,,1,0,5.991532055,1
Ibutilide,AXG,H,AXN,,1,0,18.3948101,1
Ibutilide,AXG,H,AXN,,1,0,14.76665896,1
Ibutilide,AXG,H,AXN,,1,0,5.434100224,1
Ibutilide,AXG,H,AXN,,2,0,65.3235369,1
Ibutilide,AXG,H,AXN,,2,0,34.19156235,1
Ibutilide,AXG,H,AXN,,2,0,86.01222529,1
Ibutilide,AXG,H,AXN,,2,0,71.15751509,1
Ibutilide,AXG,H,AXN,,2,0,75.55072346,1
Ibutilide,AXG,H,AXN,AC,3,1,,1
Ibutilide,AXG,H,AXN,AC,3,1,,1
Ibutilide,AXG,H,AXN,AC,3,1,,1
Ibutilide,AXG,H,AXN,AC,3,1,,1
Ibutilide,AXG,H,AXN,BC,3,1,,1
Ibutilide,AXG,H,AXN,D,4,1,,1
Ibutilide,AXG,H,AXN,AD,4,1,,1
Ibutilide,AXG,H,AXN,D,4,1,,1
Ibutilide,AXG,H,AXN,D,4,1,,1
Ibutilide,AXG,H,AXN,D,4,1,,1
Ibutilide,CDI,H,AXN,,1,0,37.62328742,1
Ibutilide,CDI,H,AXN,,1,0,43.71660708,1
Ibutilide,CDI,H,AXN,,1,0,35.97394732,1
Ibutilide,CDI,H,AXN,,1,0,46.90345963,1
Ibutilide,CDI,H,AXN,,1,0,32.90052635,1
Ibutilide,CDI,H,AXN,AC,2,1,,1
Ibutilide,CDI,H,AXN,A,2,1,,1
Ibutilide,CDI,H,AXN,A,2,1,,1
Ibutilide,CDI,H,AXN,A,2,1,,1
Ibutilide,CDI,H,AXN,AB,2,1,,1
Ibutilide,CDI,H,AXN,AB,3,1,,1
Ibutilide,CDI,H,AXN,AC,3,1,,1
Ibutilide,CDI,H,AXN,AC,3,1,,1
Ibutilide,CDI,H,AXN,B,3,1,,1
Ibutilide,CDI,H,AXN,B,3,1,,1
Ibutilide,CDI,H,AXN,BC,4,1,,1
Ibutilide,CDI,H,AXN,BC,4,1,,1
Ibutilide,CDI,H,AXN,BC,4,1,,1
Ibutilide,CDI,H,AXN,BC,4,1,,1
Ibutilide,CDI,H,AXN,BC,4,1,,1
Ibutilide,CDI,H,AXN,,1,0,44.05914755,8
Ibutilide,CDI,H,AXN,,1,0,21.91751268,8
Ibutilide,CDI,H,AXN,,1,0,22.74920862,8
Ibutilide,CDI,H,AXN,,1,0,24.17952149,8
Ibutilide,CDI,H,AXN,,1,0,28.44202399,8
Ibutilide,CDI,H,AXN,,2,0,196.1297187,8
Ibutilide,CDI,H,AXN,A,2,1,,8
Ibutilide,CDI,H,AXN,,2,0,163.1559093,8
Ibutilide,CDI,H,AXN,A,2,1,,8
Ibutilide,CDI,H,AXN,A,2,1,,8
Ibutilide,CDI,H,AXN,A,3,1,,8
Ibutilide,CDI,H,AXN,AC,3,1,,8
Ibutilide,CDI,H,AXN,AC,3,1,,8
Ibutilide,CDI,H,AXN,AC,3,1,,8
Ibutilide,CDI,H,AXN,AC,3,1,,8
Ibutilide,CDI,H,AXN,AC,4,1,,8
Ibutilide,CDI,H,AXN,AC,4,1,,8
Ibutilide,CDI,H,AXN,AC,4,1,,8
Ibutilide,CDI,H,AXN,AC,4,1,,8
Ibutilide,CDI,H,AXN,AC,4,1,,8
Ibutilide,CDI,H,AXN,,1,0,28.50328091,9
Ibutilide,CDI,H,AXN,,2,0,125.2968191,9
Ibutilide,CDI,H,AXN,A,3,1,,9
Ibutilide,CDI,H,AXN,A,4,1,,9
Ibutilide,CDI,H,AXN,,1,0,28.54740492,9
Ibutilide,CDI,H,AXN,,2,0,123.1287569,9
Ibutilide,CDI,H,AXN,A,3,1,,9
Ibutilide,CDI,H,AXN,A,4,1,,9
Ibutilide,CDI,H,AXN,,1,0,34.87862725,9
Ibutilide,CDI,H,AXN,,2,0,96.132144,9
Ibutilide,CDI,H,AXN,AC,3,1,,9
Ibutilide,CDI,H,AXN,A,4,1,,9
Ibutilide,CDI,H,AXN,,1,0,24.79827428,9
Ibutilide,CDI,H,AXN,Q,2,1,,9
Ibutilide,CDI,H,AXN,A,3,1,,9
Ibutilide,CDI,H,AXN,,4,0,,9
Ibutilide,CDI,H,AXN,,1,0,36.80305825,9
Ibutilide,CDI,H,AXN,A,2,1,,9
Ibutilide,CDI,H,AXN,A,3,1,,9
Ibutilide,CDI,H,AXN,A,4,1,,9
Ibutilide,AXG,H,AXN,,1,0,0.541686751,3
Ibutilide,AXG,H,AXN,,2,0,101.078991,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,,4,0,,3
Ibutilide,AXG,H,AXN,,1,0,13.95972755,3
Ibutilide,AXG,H,AXN,,2,0,72.37915761,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,,4,0,,3
Ibutilide,AXG,H,AXN,,1,0,31.5322514,3
Ibutilide,AXG,H,AXN,,2,0,82.44238185,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,Q,4,1,,3
Ibutilide,AXG,H,AXN,,1,0,22.1869109,3
Ibutilide,AXG,H,AXN,,2,0,12.8691236,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,,4,0,,3
Ibutilide,AXG,H,AXN,,1,0,17.52520106,3
Ibutilide,AXG,H,AXN,,2,0,,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,,4,0,,3
Ibutilide,AXG,H,AXN,,1,0,8.242342775,3
Ibutilide,AXG,H,AXN,,2,0,-2.496956044,3
Ibutilide,AXG,H,AXN,,3,0,,3
Ibutilide,AXG,H,AXN,,4,0,,3
Ibutilide,CDI,H,MCS,,2,0,40.47057358,3
Ibutilide,CDI,H,MCS,,2,0,177.8448725,3
Ibutilide,CDI,H,MCS,,3,0,,3
Ibutilide,CDI,H,MCS,A,4,1,,3
Ibutilide,CDI,H,MCS,,2,0,26.74958144,3
Ibutilide,CDI,H,MCS,,2,0,162.9478198,3
Ibutilide,CDI,H,MCS,A,3,1,,3
Ibutilide,CDI,H,MCS,A,4,1,,3
Ibutilide,CDI,H,MCS,,2,0,12.95859162,3
Ibutilide,CDI,H,MCS,,2,0,186.9989342,3
Ibutilide,CDI,H,MCS,A,3,1,,3
Ibutilide,CDI,H,MCS,A,4,1,,3
Ibutilide,CDI,H,MCS,,2,0,21.01371031,3
Ibutilide,CDI,H,MCS,,2,0,170.2283726,3
Ibutilide,CDI,H,MCS,A,3,1,,3
Ibutilide,CDI,H,MCS,A,4,1,,3
Ibutilide,CDI,H,MCS,,2,0,18.49412252,3
Ibutilide,CDI,H,MCS,,2,0,170.3816347,3
Ibutilide,CDI,H,MCS,A,3,1,,3
Ibutilide,CDI,H,MCS,A,4,1,,3
Ibutilide,CDI,H,MCS,,2,0,212.9107239,3
